school_id,LSS Number,LSS Name,School Number,School Name,Grade,Enrolled Count 2019,Enrolled Count 2020,grade_id,pct_change,School Type
161417,16,Prince George's,1417,Robert Goddard Montessori,Total Enrollment,486.0,490.0,161417Total Enrollment,0.008230452674897082,All Students
161423,16,Prince George's,1423,Bowie High,Grade 9,590.0,593.0,161423Grade 9,0.005084745762711895,High
161423,16,Prince George's,1423,Bowie High,Grade 10,646.0,610.0,161423Grade 10,-0.05572755417956654,High
161423,16,Prince George's,1423,Bowie High,Grade 11,609.0,646.0,161423Grade 11,0.06075533661740562,High
161423,16,Prince George's,1423,Bowie High,Grade 12,547.0,579.0,161423Grade 12,0.058500914076782484,High
161423,16,Prince George's,1423,Bowie High,Total Enrollment,2392.0,2428.0,161423Total Enrollment,0.015050167224080369,High
161424,16,Prince George's,1424,Montpelier Elementary,Prekindergarten,32.0,39.0,161424Prekindergarten,0.21875,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Kindergarten,94.0,95.0,161424Kindergarten,0.010638297872340496,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Grade 1,85.0,92.0,161424Grade 1,0.08235294117647052,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Grade 2,90.0,95.0,161424Grade 2,0.05555555555555558,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Grade 3,81.0,95.0,161424Grade 3,0.1728395061728396,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Grade 4,94.0,91.0,161424Grade 4,-0.03191489361702127,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Grade 5,84.0,97.0,161424Grade 5,0.15476190476190466,Elementary
161424,16,Prince George's,1424,Montpelier Elementary,Total Enrollment,560.0,604.0,161424Total Enrollment,0.07857142857142851,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Kindergarten,67.0,74.0,161427Kindergarten,0.10447761194029859,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Grade 1,66.0,67.0,161427Grade 1,0.015151515151515138,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Grade 2,71.0,65.0,161427Grade 2,-0.08450704225352113,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Grade 3,67.0,70.0,161427Grade 3,0.04477611940298498,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Grade 4,67.0,69.0,161427Grade 4,0.029850746268656803,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Grade 5,68.0,58.0,161427Grade 5,-0.1470588235294118,Elementary
161427,16,Prince George's,1427,Yorktown Elementary,Total Enrollment,406.0,403.0,161427Total Enrollment,-0.007389162561576401,Elementary
161428,16,Prince George's,1428,Samuel Ogle Middle,Grade 6,282.0,288.0,161428Grade 6,0.02127659574468077,Middle
161428,16,Prince George's,1428,Samuel Ogle Middle,Grade 7,299.0,287.0,161428Grade 7,-0.04013377926421402,Middle
161428,16,Prince George's,1428,Samuel Ogle Middle,Grade 8,298.0,310.0,161428Grade 8,0.04026845637583887,Middle
161428,16,Prince George's,1428,Samuel Ogle Middle,Total Enrollment,879.0,885.0,161428Total Enrollment,0.006825938566553003,Middle
161432,16,Prince George's,1432,Rockledge Elementary,Prekindergarten,40.0,39.0,161432Prekindergarten,-0.025000000000000022,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Kindergarten,53.0,42.0,161432Kindergarten,-0.2075471698113207,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Grade 1,42.0,54.0,161432Grade 1,0.2857142857142858,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Grade 2,45.0,49.0,161432Grade 2,0.0888888888888888,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Grade 3,50.0,53.0,161432Grade 3,0.06000000000000005,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Grade 4,41.0,52.0,161432Grade 4,0.2682926829268293,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Grade 5,70.0,48.0,161432Grade 5,-0.3142857142857143,Elementary
161432,16,Prince George's,1432,Rockledge Elementary,Total Enrollment,341.0,337.0,161432Total Enrollment,-0.011730205278592365,Elementary
161433,16,Prince George's,1433,Chapel Forge Early Childhood Center,Prekindergarten,219.0,254.0,161433Prekindergarten,0.15981735159817356,
161433,16,Prince George's,1433,Chapel Forge Early Childhood Center,Total Enrollment,219.0,254.0,161433Total Enrollment,0.15981735159817356,
161435,16,Prince George's,1435,Deerfield Run Elementary,Prekindergarten,38.0,38.0,161435Prekindergarten,0.0,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Kindergarten,103.0,84.0,161435Kindergarten,-0.18446601941747576,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Grade 1,88.0,114.0,161435Grade 1,0.2954545454545454,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Grade 2,78.0,92.0,161435Grade 2,0.17948717948717952,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Grade 3,96.0,89.0,161435Grade 3,-0.07291666666666663,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Grade 4,117.0,99.0,161435Grade 4,-0.15384615384615385,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Grade 5,97.0,103.0,161435Grade 5,0.061855670103092786,Elementary
161435,16,Prince George's,1435,Deerfield Run Elementary,Total Enrollment,617.0,619.0,161435Total Enrollment,0.0032414910858995505,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Kindergarten,109.0,111.0,161438Kindergarten,0.0183486238532109,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Grade 1,118.0,112.0,161438Grade 1,-0.05084745762711862,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Grade 2,105.0,125.0,161438Grade 2,0.19047619047619047,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Grade 3,82.0,110.0,161438Grade 3,0.3414634146341464,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Grade 4,101.0,82.0,161438Grade 4,-0.18811881188118806,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Grade 5,84.0,113.0,161438Grade 5,0.34523809523809534,Elementary
161438,16,Prince George's,1438,Whitehall Elementary,Total Enrollment,599.0,653.0,161438Total Enrollment,0.09015025041736235,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Kindergarten,53.0,53.0,161442Kindergarten,0.0,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Kindergarten,53.0,53.0,161442Kindergarten,0.0,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Kindergarten,53.0,53.0,161442Kindergarten,0.0,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 1,51.0,49.0,161442Grade 1,-0.039215686274509776,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 1,51.0,49.0,161442Grade 1,-0.039215686274509776,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 1,51.0,49.0,161442Grade 1,-0.039215686274509776,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 2,50.0,51.0,161442Grade 2,0.020000000000000018,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 2,50.0,51.0,161442Grade 2,0.020000000000000018,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 2,50.0,51.0,161442Grade 2,0.020000000000000018,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 3,48.0,50.0,161442Grade 3,0.04166666666666674,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 3,48.0,50.0,161442Grade 3,0.04166666666666674,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 3,48.0,50.0,161442Grade 3,0.04166666666666674,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 4,50.0,50.0,161442Grade 4,0.0,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 4,50.0,50.0,161442Grade 4,0.0,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 4,50.0,50.0,161442Grade 4,0.0,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 5,48.0,48.0,161442Grade 5,0.0,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 5,48.0,48.0,161442Grade 5,0.0,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 5,48.0,48.0,161442Grade 5,0.0,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 6,45.0,47.0,161442Grade 6,0.04444444444444451,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 6,45.0,47.0,161442Grade 6,0.04444444444444451,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 6,45.0,47.0,161442Grade 6,0.04444444444444451,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 7,42.0,43.0,161442Grade 7,0.023809523809523725,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 7,42.0,43.0,161442Grade 7,0.023809523809523725,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 7,42.0,43.0,161442Grade 7,0.023809523809523725,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 8,37.0,40.0,161442Grade 8,0.08108108108108114,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 8,37.0,40.0,161442Grade 8,0.08108108108108114,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Grade 8,37.0,40.0,161442Grade 8,0.08108108108108114,All Students
161442,16,Prince George's,1442,Excel Academy Public Charter,Total Enrollment,424.0,431.0,161442Total Enrollment,0.01650943396226423,Elementary
161442,16,Prince George's,1442,Excel Academy Public Charter,Total Enrollment,424.0,431.0,161442Total Enrollment,0.01650943396226423,Middle
161442,16,Prince George's,1442,Excel Academy Public Charter,Total Enrollment,424.0,431.0,161442Total Enrollment,0.01650943396226423,All Students
161502,16,Prince George's,1502,Frederick Douglass High,Grade 9,333.0,268.0,161502Grade 9,-0.19519519519519524,High
161502,16,Prince George's,1502,Frederick Douglass High,Grade 10,247.0,311.0,161502Grade 10,0.2591093117408907,High
161502,16,Prince George's,1502,Frederick Douglass High,Grade 11,193.0,261.0,161502Grade 11,0.3523316062176165,High
161502,16,Prince George's,1502,Frederick Douglass High,Grade 12,223.0,193.0,161502Grade 12,-0.13452914798206284,High
161502,16,Prince George's,1502,Frederick Douglass High,Total Enrollment,996.0,1033.0,161502Total Enrollment,0.03714859437751006,High
161504,16,Prince George's,1504,Melwood Elementary,Kindergarten,70.0,55.0,161504Kindergarten,-0.2142857142857143,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Grade 1,61.0,76.0,161504Grade 1,0.24590163934426235,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Grade 2,84.0,63.0,161504Grade 2,-0.25,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Grade 3,78.0,92.0,161504Grade 3,0.17948717948717952,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Grade 4,80.0,81.0,161504Grade 4,0.012499999999999956,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Grade 5,81.0,80.0,161504Grade 5,-0.012345679012345734,Elementary
161504,16,Prince George's,1504,Melwood Elementary,Total Enrollment,454.0,447.0,161504Total Enrollment,-0.01541850220264318,Elementary
161510,16,Prince George's,1510,James Madison Middle,Grade 6,262.0,290.0,161510Grade 6,0.10687022900763354,Middle
161510,16,Prince George's,1510,James Madison Middle,Grade 7,293.0,278.0,161510Grade 7,-0.05119453924914674,Middle
161510,16,Prince George's,1510,James Madison Middle,Grade 8,250.0,302.0,161510Grade 8,0.20799999999999996,Middle
161510,16,Prince George's,1510,James Madison Middle,Total Enrollment,805.0,870.0,161510Total Enrollment,0.08074534161490687,Middle
161511,16,Prince George's,1511,Marlton Elementary,Prekindergarten,29.0,38.0,161511Prekindergarten,0.31034482758620685,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Kindergarten,45.0,41.0,161511Kindergarten,-0.0888888888888889,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Grade 1,51.0,45.0,161511Grade 1,-0.11764705882352944,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Grade 2,43.0,42.0,161511Grade 2,-0.023255813953488413,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Grade 3,45.0,48.0,161511Grade 3,0.06666666666666665,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Grade 4,31.0,46.0,161511Grade 4,0.4838709677419355,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Grade 5,43.0,39.0,161511Grade 5,-0.09302325581395354,Elementary
161511,16,Prince George's,1511,Marlton Elementary,Total Enrollment,287.0,299.0,161511Total Enrollment,0.04181184668989557,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Prekindergarten,42.0,41.0,161518Prekindergarten,-0.023809523809523836,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Kindergarten,116.0,104.0,161518Kindergarten,-0.10344827586206895,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Grade 1,115.0,122.0,161518Grade 1,0.0608695652173914,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Grade 2,110.0,119.0,161518Grade 2,0.08181818181818179,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Grade 3,123.0,131.0,161518Grade 3,0.06504065040650397,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Grade 4,110.0,119.0,161518Grade 4,0.08181818181818179,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Grade 5,150.0,117.0,161518Grade 5,-0.21999999999999997,Elementary
161518,16,Prince George's,1518,Barack Obama Elementary,Total Enrollment,766.0,753.0,161518Total Enrollment,-0.016971279373368175,Elementary
161519,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",Grade 9,632.0,558.0,161519Grade 9,-0.11708860759493667,High
161519,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",Grade 10,560.0,620.0,161519Grade 10,0.1071428571428572,High
161519,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",Grade 11,584.0,541.0,161519Grade 11,-0.07363013698630139,High
161519,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",Grade 12,519.0,501.0,161519Grade 12,-0.034682080924855474,High
161519,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",Total Enrollment,2295.0,2220.0,161519Total Enrollment,-0.0326797385620915,High
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Kindergarten,49.0,48.0,161521Kindergarten,-0.020408163265306145,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Kindergarten,49.0,48.0,161521Kindergarten,-0.020408163265306145,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Kindergarten,49.0,48.0,161521Kindergarten,-0.020408163265306145,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 1,55.0,52.0,161521Grade 1,-0.054545454545454564,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 1,55.0,52.0,161521Grade 1,-0.054545454545454564,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 1,55.0,52.0,161521Grade 1,-0.054545454545454564,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 2,56.0,52.0,161521Grade 2,-0.0714285714285714,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 2,56.0,52.0,161521Grade 2,-0.0714285714285714,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 2,56.0,52.0,161521Grade 2,-0.0714285714285714,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 3,58.0,54.0,161521Grade 3,-0.06896551724137934,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 3,58.0,54.0,161521Grade 3,-0.06896551724137934,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 3,58.0,54.0,161521Grade 3,-0.06896551724137934,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 4,54.0,57.0,161521Grade 4,0.05555555555555558,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 4,54.0,57.0,161521Grade 4,0.05555555555555558,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 4,54.0,57.0,161521Grade 4,0.05555555555555558,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 5,56.0,54.0,161521Grade 5,-0.0357142857142857,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 5,56.0,54.0,161521Grade 5,-0.0357142857142857,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 5,56.0,54.0,161521Grade 5,-0.0357142857142857,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 6,53.0,55.0,161521Grade 6,0.037735849056603765,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 6,53.0,55.0,161521Grade 6,0.037735849056603765,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 6,53.0,55.0,161521Grade 6,0.037735849056603765,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 7,55.0,56.0,161521Grade 7,0.018181818181818077,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 7,55.0,56.0,161521Grade 7,0.018181818181818077,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 7,55.0,56.0,161521Grade 7,0.018181818181818077,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 8,51.0,52.0,161521Grade 8,0.019607843137254832,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 8,51.0,52.0,161521Grade 8,0.019607843137254832,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Grade 8,51.0,52.0,161521Grade 8,0.019607843137254832,All Students
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Total Enrollment,487.0,480.0,161521Total Enrollment,-0.014373716632443578,Elementary
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Total Enrollment,487.0,480.0,161521Total Enrollment,-0.014373716632443578,Middle
161521,16,Prince George's,1521,Imagine Foundations at Leeland PCS,Total Enrollment,487.0,480.0,161521Total Enrollment,-0.014373716632443578,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Kindergarten,20.0,34.0,161522Kindergarten,0.7,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Kindergarten,20.0,34.0,161522Kindergarten,0.7,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Kindergarten,20.0,34.0,161522Kindergarten,0.7,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 1,39.0,42.0,161522Grade 1,0.07692307692307687,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 1,39.0,42.0,161522Grade 1,0.07692307692307687,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 1,39.0,42.0,161522Grade 1,0.07692307692307687,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 2,49.0,40.0,161522Grade 2,-0.18367346938775508,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 2,49.0,40.0,161522Grade 2,-0.18367346938775508,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 2,49.0,40.0,161522Grade 2,-0.18367346938775508,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 3,46.0,51.0,161522Grade 3,0.10869565217391308,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 3,46.0,51.0,161522Grade 3,0.10869565217391308,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 3,46.0,51.0,161522Grade 3,0.10869565217391308,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 4,44.0,47.0,161522Grade 4,0.06818181818181812,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 4,44.0,47.0,161522Grade 4,0.06818181818181812,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 4,44.0,47.0,161522Grade 4,0.06818181818181812,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 5,47.0,49.0,161522Grade 5,0.042553191489361764,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 5,47.0,49.0,161522Grade 5,0.042553191489361764,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 5,47.0,49.0,161522Grade 5,0.042553191489361764,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 6,43.0,43.0,161522Grade 6,0.0,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 6,43.0,43.0,161522Grade 6,0.0,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 6,43.0,43.0,161522Grade 6,0.0,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 7,67.0,48.0,161522Grade 7,-0.28358208955223885,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 7,67.0,48.0,161522Grade 7,-0.28358208955223885,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 7,67.0,48.0,161522Grade 7,-0.28358208955223885,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 8,59.0,73.0,161522Grade 8,0.23728813559322037,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 8,59.0,73.0,161522Grade 8,0.23728813559322037,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Grade 8,59.0,73.0,161522Grade 8,0.23728813559322037,All Students
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Total Enrollment,414.0,427.0,161522Total Enrollment,0.0314009661835748,Elementary
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Total Enrollment,414.0,427.0,161522Total Enrollment,0.0314009661835748,Middle
161522,16,Prince George's,1522,Imagine Foundations at Morningside PCS,Total Enrollment,414.0,427.0,161522Total Enrollment,0.0314009661835748,All Students
161601,16,Prince George's,1601,Hyattsville Elementary,Prekindergarten,39.0,39.0,161601Prekindergarten,0.0,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Kindergarten,58.0,85.0,161601Kindergarten,0.4655172413793103,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Grade 1,83.0,56.0,161601Grade 1,-0.32530120481927716,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Grade 2,81.0,89.0,161601Grade 2,0.09876543209876543,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Grade 3,84.0,76.0,161601Grade 3,-0.09523809523809523,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Grade 4,90.0,78.0,161601Grade 4,-0.1333333333333333,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Grade 5,82.0,85.0,161601Grade 5,0.03658536585365857,Elementary
161601,16,Prince George's,1601,Hyattsville Elementary,Total Enrollment,517.0,508.0,161601Total Enrollment,-0.01740812379110257,Elementary
161602,16,Prince George's,1602,Hyattsville Middle,Grade 6,232.0,220.0,161602Grade 6,-0.051724137931034475,Middle
161602,16,Prince George's,1602,Hyattsville Middle,Grade 7,359.0,356.0,161602Grade 7,-0.00835654596100277,Middle
161602,16,Prince George's,1602,Hyattsville Middle,Grade 8,336.0,333.0,161602Grade 8,-0.008928571428571397,Middle
161602,16,Prince George's,1602,Hyattsville Middle,Total Enrollment,927.0,909.0,161602Total Enrollment,-0.01941747572815533,Middle
161604,16,Prince George's,1604,Edward M. Felegy ES,Prekindergarten,59.0,55.0,161604Prekindergarten,-0.06779661016949157,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Kindergarten,114.0,122.0,161604Kindergarten,0.07017543859649122,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Grade 1,132.0,119.0,161604Grade 1,-0.09848484848484851,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Grade 2,104.0,137.0,161604Grade 2,0.3173076923076923,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Grade 3,126.0,108.0,161604Grade 3,-0.1428571428571429,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Grade 4,127.0,131.0,161604Grade 4,0.03149606299212593,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Grade 5,135.0,135.0,161604Grade 5,0.0,Elementary
161604,16,Prince George's,1604,Edward M. Felegy ES,Total Enrollment,797.0,807.0,161604Total Enrollment,0.012547051442910906,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Prekindergarten,30.0,39.0,161703Prekindergarten,0.30000000000000004,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Kindergarten,54.0,51.0,161703Kindergarten,-0.05555555555555558,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 1,42.0,50.0,161703Grade 1,0.19047619047619047,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 2,46.0,38.0,161703Grade 2,-0.17391304347826086,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 3,39.0,53.0,161703Grade 3,0.35897435897435903,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 4,43.0,43.0,161703Grade 4,0.0,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 5,44.0,39.0,161703Grade 5,-0.11363636363636365,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Grade 6,35.0,37.0,161703Grade 6,0.05714285714285716,Elementary
161703,16,Prince George's,1703,Mt Rainier Elementary,Total Enrollment,333.0,350.0,161703Total Enrollment,0.05105105105105112,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Prekindergarten,41.0,35.0,161706Prekindergarten,-0.14634146341463417,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Kindergarten,83.0,86.0,161706Kindergarten,0.03614457831325302,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Grade 1,81.0,83.0,161706Grade 1,0.024691358024691468,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Grade 2,106.0,87.0,161706Grade 2,-0.17924528301886788,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Grade 3,91.0,90.0,161706Grade 3,-0.01098901098901095,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Grade 4,82.0,91.0,161706Grade 4,0.10975609756097571,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Grade 5,101.0,85.0,161706Grade 5,-0.15841584158415845,Elementary
161706,16,Prince George's,1706,Thomas S. Stone Elementary,Total Enrollment,585.0,557.0,161706Total Enrollment,-0.047863247863247915,Elementary
161708,16,Prince George's,1708,Northwestern High,Grade 9,730.0,757.0,161708Grade 9,0.03698630136986303,High
161708,16,Prince George's,1708,Northwestern High,Grade 10,641.0,578.0,161708Grade 10,-0.09828393135725433,High
161708,16,Prince George's,1708,Northwestern High,Grade 11,535.0,457.0,161708Grade 11,-0.14579439252336446,High
161708,16,Prince George's,1708,Northwestern High,Grade 12,409.0,543.0,161708Grade 12,0.3276283618581908,High
161708,16,Prince George's,1708,Northwestern High,Total Enrollment,2315.0,2335.0,161708Total Enrollment,0.008639308855291628,High
161709,16,Prince George's,1709,Chillum Elementary,Prekindergarten,37.0,35.0,161709Prekindergarten,-0.05405405405405406,Elementary
161709,16,Prince George's,1709,Chillum Elementary,Kindergarten,74.0,52.0,161709Kindergarten,-0.29729729729729726,Elementary
